Title,Date,"Community (city,town, ward)",LGA,State,Total Deaths,Boko Haram (P),State Actor (P),Sectarian Actor (excluding BH) (P),Other Armed Actor (P),Kidnapper (P),Robber (P),Other (P),Election-related Actor (P),Cameroon State Actor (P),Boko Haram (V),State Actor (V),Sectarian Actor (V),Other Armed Actor (V),Political Actor (V),Kidnapper (V),Kidnapee (V),Robber (V),Journalist (V),Civilian (V),Election-related Actor (V),Cameroon State Actor,Bomb,Gun,Machete,Suicide Bombing,Other Weapon,TK,Drinking Establishment,Goverment Building,Church,Mosque,Bank,School,Other Location,Notes,Sources 1,Sources 2,Sources 3,Latitude,Longitude,full place name,country
Gunmen shoot police officer,2/5/2017,,Okitipupa,Ondo,0,,,,Other Armed Actor,,,,,,,1,,,,,,,,,,,,Gun,,,,,,,,,,,Other,,http://www.premiumtimesng.com/regional/ssouth-west/222589-gunmen-shoot-police-officer.html,http://www.vanguardngr.com/2017/02/gunmen-kill-policeman-ondo/,,6.500559807,4.776760101,"Okitipupa, Ondo, Nigeria",Nigeria
"Nine killed as Ebonyi, Cross River communities battle over land",2/5/2017,,Abakaliki,Ebonyi,9,,,Sectarian Actor,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,Other,,http://dailypost.ng/2017/02/06/nine-killed-as-ebonyi-cross-river-communities-battle-over-land/,http://news2.onlinenigeria.com/news/general/596442-9-killed-in-renewed-ebonyi-c-river-crisis.html,,6.322869778,8.117070198,"Abakaliki, Ebonyi, Nigeria",Nigeria
Gunmen kidnap six Onitsha bound traders in Kogi,2/6/2017,Achoze,Okene,Kogi,0,,,,,Kidnapper,,,,,,,,,,,6,,,,,,,Gun,,,,,,,,,,,Other,,http://punchng.com/gunmen-kidnap-six-onitsha-bound-traders-kogi/,http://leadership.ng/news/570514/6-persons-kidnapped-in-kogi,,7.554249763,6.233029842,"Okene, Kogi, Nigeria",Nigeria
Troops intercept two female suicide bombers in Borno,2/7/2017,,Maiduguri,Borno,1,Boko Haram,State Actor,,,,,,,,1,,,,,,,,,,,,,Gun,,,,,,,,,,,Other,,http://www.premiumtimesng.com/news/more-news/222812-troops-intercept-two-female-suicide-bombers-borno.html,http://www.vanguardngr.com/2017/02/nscdc-intercepts-2-female-suicide-bombers-maiduguri/,http://www.dailytrust.com.ng/news/general/breaking-nscdc-intercepts-2-female-suicide-bombers-in-maiduguri/184272.html,11.84840012,13.17329979,"Maiduguri, Borno, Nigeria",Nigeria
"Pirates kidnap seven Russians, one Ukrainian in Nigerian waters",2/7/2017,,Brass,Bayelsa,0,,,,Other Armed Actor,,,,,,,,,,,,8,,,,,,,,,,Other,,,,,,,,Other,,http://af.reuters.com/article/nigeriaNews/idAFL5N1FT6JT?feedType=RSS&feedName=nigeriaNews,http://punchng.com/pirates-abduct-russians-ukrainian/,http://www.vanguardngr.com/2017/02/pirates-nigeria-abduct-russians-ukrainian/,4.533239841,6.410749912,"Brass, Bayelsa, Nigeria",Nigeria
2 feared dead in Yobe terrorist attack,2/6/2017,Sasawa,Damaturu,Yobe,2,Boko Haram,,,,,,,,,,,,,,,,,,2,,,,,,,,,,Government Building,,,,,,,http://www.vanguardngr.com/2017/02/2-feared-dead-yobe-terrorist-attack/,https://dailytimes.ng/news/boko-haram-militants-seize-sasawa-community-yobe/,http://www.dailytrust.com.ng/news/general/boko-haram-attacks-military-base-burnt-town-in-yobe/184208.html,11.74440002,11.96255016,"Damaturu, Yobe, Nigeria",Nigeria
7 injured as task force clashes with timber dealers in Calabar,2/7/2017,,Calabar Municipal,Cross River,0,,State Actor,,Other Armed Actor,,,,,,,0,,,,,,,,,,,,,,,Other,,,,,,,,Other,,http://www.vanguardngr.com/2017/02/7-injured-task-force-clashes-timber-dealers-calabar/,http://www.vanguardngr.com/2017/02/soldiers-raid-calabar-timber-market/,,4.976709843,8.336429596,"Calabar Municipal, Cross River, Nigeria",Nigeria
"Gunmen invade another Zamfara community, kill three",2/8/2017,Rungumawa,Chafe,Zamfara,3,,,,,,Robber,,,,,,,,,,,,,3,,,,Gun,,,,,,,,,,,Other,,http://www.premiumtimesng.com/news/headlines/223075-gunmen-invade-another-zamfara-community-kill-three.html,,,11.95862007,6.918039799,"Chafe, Zamfara, Nigeria",Nigeria
Two die in communal clash in Edo communities ,2/8/2017,,Uhunmwonde,Edo,2,,,Sectarian Actor,,,,,,,,,2,,,,,,,,,,,Gun,,,,,,,,,,,Other,,http://www.vanguardngr.com/2017/02/two-die-communal-clash-edo-communities/,,,6.614860058,5.980909824,"Uhunmwonde, Edo, Nigeria",Nigeria
"Military kills over 30 Boko Haram insurgents, loses 7 soldiers in Borno; female soldier kidnapped",2/9/2017,,Dikwa,Borno,37,Boko Haram,State Actor,,,,,,,,30,7,,,,,1,,,,,,,Gun,,,,,,,,,,,Other,,http://www.premiumtimesng.com/news/headlines/223165-seven-army-recruits-killed-20-injured-as-nigerian-troops-boko-haram-battle-in-borno.html,http://punchng.com/bharam-kills-seven-abducts-female-soldier/,http://www.vanguardngr.com/2017/02/military-kills-30-boko-haram-insurgents-loses-7-soldiers-borno/,12.04399967,13.92140007,"Dikwa, Borno, Nigeria",Nigeria
"Gunmen kill 3, abduct one in Lagos",2/9/2017,,Lagos State,Lagos,3,,,,Other Armed Actor,,,,,,,,,,,,1,,,3,,,,Gun,,,,,,,,,,,Other,,http://sunnewsonline.com/breaking-gunmen-kill-3-abduct-one-in-lagos/,http://dailypost.ng/2017/02/09/breaking-gunmen-kidnap-estate-secretary-lagos-kill-security-guards/,http://www.authorityngr.com/2017/02/Gunmen-kill-3-kidnap-1-in-Lagos/,6.60160017,3.396859884,"Lagos State, Lagos, Nigeria",Nigeria
"Boko Haram burns down village, abducts five-year-old boy",2/9/2017,Kaumutayahi,Chibok,Borno,1,Boko Haram,,,,,,,,,,,,,,,1,,,1,,,,,,,Other,,,,,,,,Other,,http://punchng.com/b-haram-burns-village-abducts-five-year-old-boy/,,,10.8685503,12.84770012,"Chibok, Borno, Nigeria",Nigeria
High Court Registrar kidnapped in Delta,2/9/2017,Ogume,Ndokwa West,Delta,0,,,,,Kidnapper,,,,,,,,,,,1,,,,,,,Gun,,,,,,,,,,,Other,,http://www.vanguardngr.com/2017/02/high-court-registrar-kidnapped-delta/,,,5.752840042,6.327799797,"Ndokwa West, Delta, Nigeria",Nigeria
"Gunmen attack Kogi police station, kill two policemen, detainee, 1 other",2/10/2017,Eika,Okehi,Kogi,4,,,,Other Armed Actor,,,,,,,2,,,,,,,,2,,,,Gun,,,,,,Government Building,,,,,,,http://www.premiumtimesng.com/news/top-news/223123-gunmen-attack-kogi-police-station-kill-two-policemen-detainee.html,http://sunnewsonline.com/gunmen-attack-kogi-police-station-3-killed/,http://punchng.com/gunmen-invade-kogi-police-station-kill-four/,7.599289894,6.156449795,"Okehi, Kogi, Nigeria",Nigeria
Herdsman beheaded in Ekiti by suspected ritualists,2/10/2017,Omu,Oye,Ekiti,1,,,,Other Armed Actor,,,,,,,,,,,,,,,1,,,,,,,Other,,,,,,,,Other,,http://www.premiumtimesng.com/regional/ssouth-west/223177-herdsman-killed-ekiti-suspected-ritualists.html,http://punchng.com/herdsman-beheaded-ekiti-suspected-ritualists/,,7.80009985,5.329850197,"Oye, Ekiti, Nigeria",Nigeria
Eight soldiers killed in Boko Haram ambush,2/10/2017,Ajirin,Mafa,Borno,8,Boko Haram,State Actor,,,,,,,,,8,,,,,,,,,,,,Gun,,,,,,,,,,,Other,"BH ""also suffered losses""",http://punchng.com/breaking-eight-soldiers-killed-boko-haram-ambush/,http://news2.onlinenigeria.com/news/general/598779-boko-haram-launches-surprise-attack-on-nigerian-army-kills-8-soldiers.html,,11.92249966,13.60130024,"Mafa, Borno, Nigeria",Nigeria
"Suspected cultists attack Edo police station, free detainees",2/2/2017,Ibillo,Akoko-Edo,Edo,1,,,,Other Armed Actor,,,,,,,,,,,,,,,1,,,,Gun,,,,,,Government Building,,,,,,,http://punchng.com/suspected-cultists-attack-edo-police-station-free-detainees/,,,7.2990098,6.160059929,"Akoko-Edo, Edo, Nigeria",Nigeria
Hoodlums attack corps member in Cross River,2/12/2017,,Obubra,Cross River,0,,,,Other Armed Actor,,,,,,,,,,,,,,,0,,,,,,,Other,,,,,,,,Other,,http://punchng.com/hoodlums-attack-corps-member-cross-river-2/,,,5.968050003,8.363249779,"Obubra, Cross River, Nigeria",Nigeria
"Gunmen kill ex-oil worker, injure son",2/10/2017,,Oredo,Edo,1,,,,Other Armed Actor,,,,,,,,,,,,,,,1,,,,Gun,,,,,,,,,,,Other,,http://punchng.com/gunmen-kill-ex-oil-worker-injure-son-2/,,,6.272409916,5.583789825,"Oredo, Edo, Nigeria",Nigeria
Again Boko Haram sets ablaze Borno village,2/10/2017,Mussa,Askira/Uba,Borno,1,Boko Haram,,,,,,,,,,,,,,,,,,1,,,,,,,Other,,,,,,,,Other,,http://www.vanguardngr.com/2017/02/boko-haram-sets-ablaze-borno-village/,http://www.vanguardngr.com/2017/02/boko-haram-razes-borno-village-burns-one-person-alive/,https://dailytimes.ng/news/boko-haram-suspect-razed-borno-village-burn-one-person-alive/,10.65087986,12.90927029,"Askira/Uba, Borno, Nigeria",Nigeria
"20 feared dead in renewed clash between A-Ibom, C-River communities",2/10/2017,,Odukpani,Cross River,20,,,Sectarian Actor,,,,,,,,,20,,,,,,,,,,,,,,Other,,,,,,,,Other,,http://www.vanguardngr.com/2017/02/20-feared-dead-renewed-clash-ibom-c-river-communities/,http://www.thisdaylive.com/index.php/2017/02/12/20-feared-killed-in-renewed-clash-between-aibom-and-cross-river/,http://punchng.com/20-feared-killed-aibom-criver-boundary-dispute/,5.129179955,8.341030121,"Odukpani, Cross River, Nigeria",Nigeria
"Agatu youths kill soldier, injure two others",2/11/2017,Olegadamkolo,Agatu,Benue,1,,State Actor,,Other Armed Actor,,,,,,,1,,,,,,,,,,,,Gun,,,,,,,,,,,Other,,http://punchng.com/agatu-youths-kill-soldier-injure-two-others/,http://www.premiumtimesng.com/regional/north-central/223580-lawmaker-condemns-killing-soldier-agatu.html,http://sunnewsonline.com/lawmaker-condemns-killing-of-a-soldier-in-agatu/,7.876510143,7.965169907,"Agatu, Benue, Nigeria",Nigeria
Police kill 3 kidnap suspects in Port Harcourt,2/11/2017,,Port Harcourt,Rivers,3,,State Actor,,,Kidnapper,,,,,,,,,,3,,,,,,,,Gun,,,,,,,,,,,Other,,http://sunnewsonline.com/police-kill-3-kidnap-suspects-in-port-harcourt/,http://www.dailytrust.com.ng/news/general/police-kill-suspected-kidnappers-in-rivers/184889.html,http://leadership.ng/news/571172/police-killed-3-kidnappers-in-rivers,4.801559925,7.025010109,"Port Harcourt, Rivers, Nigeria",Nigeria
"FRSC official, wife abducted in Ekiti",2/11/2017,,Ekiti South-West,Ekiti,0,,,,,Kidnapper,,,,,,,,,,,2,,,,,,,Gun,,,,,,,,,,,Other,,http://dailypost.ng/2017/02/12/frsc-official-wife-abducted-ekiti/,http://sunnewsonline.com/frsc-official-wife-kidnapped-in-ekiti/,,7.501349926,5.053050041,"Ekiti South-West, Ekiti, Nigeria",Nigeria
"Soldiers invaded IPOB meeting, killed 5, injured 20",2/12/2017,,Oshimili North,Delta,5,,State Actor,,,,,,,,,,,,,,,,,5,,,,Gun,,,,,,,,,,School,,IPOB mtg - Indig. People of Biafra,http://www.vanguardngr.com/2017/02/soldiers-invaded-our-meeting-killed-5-injured-20-ipob/,http://dailypost.ng/2017/02/12/breaking-five-ipob-members-allegedly-shot-dead-asaba/,http://dailypost.ng/2017/02/12/breaking-five-ipob-members-allegedly-shot-dead-asaba/,6.238780022,6.647900105,"Oshimili North, Delta, Nigeria",Nigeria
Former DSS Official Kidnapped,2/12/2017,,Okene,Kogi,0,,,,,Kidnapper,,,,,,,,,,,1,,,,,,,Gun,,,,,,,,,,,Other,,http://www.vanguardngr.com/2017/02/how-fulani-gunmen-kidnapped-dss-director-threatened-to-aaste-his-life-over-ransom/,http://independentnig.com/former-dss-official-kidnapped/,,7.554249763,6.233029842,"Okene, Kogi, Nigeria",Nigeria
3 die in NURTW/tricyclists clash in Lagos,2/13/2017,Alagbado,Lagos State,Lagos,3,,,,Other Armed Actor,,,,,,,,,3,,,,,,,,,,,,,Other,,,,,,,,Other,,http://www.vanguardngr.com/2017/02/3-die-nurtwtricyclists-clash-lagos/,http://www.dailytrust.com.ng/news/general/2-feared-killed-in-nurtw-tricycle-operators-fracas/184961.html,,6.60160017,3.396859884,"Lagos State, Lagos, Nigeria",Nigeria
"Boko Haram terrorists kill Islamic scholar, injure boy in Borno village",2/13/2017,Mifa,Chibok,Borno,1,Boko Haram,,,,,,,,,,,,,,,,,,1,,,,Gun,,,,,,,,,,,Other,,http://guardian.ng/news/boko-haram-terrorists-attack-borno-village-kill-islamic-scholar-injure-boy/,,,10.8685503,12.84770012,"Chibok, Borno, Nigeria",Nigeria
"Ex-militant leader, hoodlums attack, wound protesters in Bayelsa",2/14/2017,,Yenagoa,Bayelsa,0,,State Actor,,Other Armed Actor,,,,,,,,,,,,,,,0,,,,Gun,,,Other,,,,,,,,Other,,http://www.vanguardngr.com/2017/02/breaking-ex-militant-leader-hoodlums-attack-wound-protesters-bayelsa/,,,4.93404007,6.269609928,"Yenagoa, Bayelsa, Nigeria",Nigeria
"2 OPC members, 5 farmers kidnapped in Lagos",2/14/2017,Epe,Lagos State,Lagos,0,,,,,Kidnapper,,,,,,,,,,,7,,,,,,,Gun,,,,,,,,,,,Other,,http://guardian.ng/news/seven-farmers-kidnapped-in-epe/,http://sunnewsonline.com/2-opc-members-5-farmers-kidnapped-in-lagos/,,6.60160017,3.396859884,"Lagos State, Lagos, Nigeria",Nigeria
"Soldiers sack Agatu villages, kill pregnant woman, five others",2/14/2017,,Agatu,Benue,6,,State Actor,,,,,,,,,,,,,,,,,6,,,,Gun,,,,,,,,,,,Other,,http://punchng.com/soldiers-sack-agatu-villages-kill-pregnant-woman-five-others/,https://dailytimes.ng/news/soldiers-sack-agatu-villages-kill-pregnant-woman-five-others/,http://dailypost.ng/2017/02/15/benue-soldiers-allegedly-kill-pregnant-woman-five-others-agatu-community/,7.876510143,7.965169907,"Agatu, Benue, Nigeria",Nigeria
"Boko Haram attacks NAF helicopter, troops kill scores",2/15/2017,,Gwoza,Borno,40,Boko Haram,State Actor,,,,,,,,40,,,,,,,,,,,,,Gun,,,,,,,,,,,Other,"""scores killed""",http://punchng.com/bharam-attacks-naf-helicopter-scores-shot-dead/,http://www.premiumtimesng.com/news/headlines/223725-boko-haram-attacks-nigerian-air-force-helicopter-injures-airman.html,,11.08539963,13.69190025,"Gwoza, Borno, Nigeria",Nigeria
"Gunmen kill 27-yr-old undergraduate, watchman in Jigawa",2/15/2017,Kafinhausa,Kafin Hausa,Jigawa,2,,,,Other Armed Actor,,,,,,,,,,,,,,,2,,,,Gun,,,,,,,,,,,Other,,http://www.vanguardngr.com/2017/02/gunmen-kill-27-yr-old-undergraduate-watchman-jigawa/,,,12.24100971,9.910610199,"Kafin Hausa, Jigawa, Nigeria",Nigeria
Cultists behead five persons in Rivers community,2/15/2017,Egbeda,Emuoha,Rivers,5,,,,Other Armed Actor,,,,,,,,,5,,,,,,,,,,Gun,,,Other,,,,,,,,Other,,http://www.vanguardngr.com/2017/02/cultists-behead-five-persons-rivers-community/,,,4.938670158,6.78512001,"Emuoha, Rivers, Nigeria",Nigeria
"Suicide bombers attack Maiduguri, ‘11 Killed’",2/16/2017,,Maiduguri,Borno,11,Boko Haram,State Actor,,,,,,,,9,,,,,,,,,2,,,,Gun,,Suicide Bombing,,,,,,,,,Other,"3 suicide bombs, 6 BH killed by soldiers",http://www.premiumtimesng.com/news/headlines/223785-suicide-bombers-attack-maiduguri-11-killed.html,http://punchng.com/bharam-suicide-bombers-fighters-storm-maiduguri/,http://sunnewsonline.com/11-dead-as-nigerian-troops-repel-boko-haram-suicide-bombers/,11.84840012,13.17329979,"Maiduguri, Borno, Nigeria",Nigeria
Police confirm abduction of Catholic priest,2/15/2017,,Ukanafun,Akwa Ibom,0,,,,,Kidnapper,,,,,,,,,,,1,,,,,,,,,,Other,,,,,,,,Other,,http://www.premiumtimesng.com/regional/south-south-regional/223728-police-confirm-abduction-catholic-priest.html,http://www.vanguardngr.com/2017/02/police-confirm-abduction-catholic-priest-akwa-ibom/,,4.871230125,7.565000057,"Ukanafun, Akwa Ibom, Nigeria",Nigeria
Two robbers burnt to death in Calabar,2/16/2017,,Calabar Municipal,Cross River,2,,State Actor,,,,,Other,,,,,,,,,,2,,,,,,Gun,,,Other,,,,,,,,Other,,http://www.vanguardngr.com/2017/02/two-robbers-burnt-to-death-in-calabar/,,,4.976709843,8.336429596,"Calabar Municipal, Cross River, Nigeria",Nigeria
Gunmen kidnap Delta NUT treasurer,2/16/2017,,Ughelli South,Delta,0,,,,,Kidnapper,,,,,,,,,,,1,,,,,,,Gun,,,,,,,,,,,Other,,http://sunnewsonline.com/gunmen-kidnap-delta-nut-treasurer/,http://www.vanguardngr.com/2017/02/gunmen-abduct-delta-nut-treasurer/,,5.371819973,5.799749851,"Ughelli South, Delta, Nigeria",Nigeria
Landmine kills 4 Cameroonian soldiers,2/16/2017,,,,4,Boko Haram,,,,,,,,,,,,,,,,,,,,4,Bomb,,,,,,,,,,,,Other,BH suspected,http://aa.com.tr/en/africa/landmine-kills-4-cameroonian-soldiers/752448,,,3.594439983,9.733329773,"Tsanaga, Cameroon",Cameroon
Angry youths kill three after eight die in boat accident,2/17/2017,,Guma,Benue,3,,,,Other Armed Actor,,,,,,,,,,,,,,,3,,,,,,,Other,,,,,,,,Other,,http://punchng.com/angry-youths-kill-three-eight-die-boat-accident/,http://www.dailytrust.com.ng/news/general/3-stoned-to-death-8-die-in-benue-boat-mishap/185703.html,,7.821589947,8.858019829,"Guma, Benue, Nigeria",Nigeria
"Gunmen attack Kaduna village, kill 9",2/19/2017,Bakin Kogi,Jema'a,Kaduna,9,,,Sectarian Actor,,,,,,,,2,7,,,,,,,,,,,Gun,,,Other,,,,,,,,Other,,http://punchng.com/suspected-herdsmen-kill-22-fresh-kaduna-attacks/,http://www.premiumtimesng.com/news/headlines/224101-14-killed-gunmen-attack-two-southern-kaduna-communities.html,http://www.vanguardngr.com/2017/02/southern-kaduna-killings-death-toll-rises-26/,9.351160049,8.235910416,"Jema'a, Kaduna, Nigeria",Nigeria
Dozens killed as Suspected cattle rustlers invade Zamfara,2/18/2017,Yanware,Chafe,Zamfara,24,,,,,,Robber,,,,,,,,,,,,,24,,,,Gun,,,,,,,,,,,Other,"""dozens"" killed",https://dailytimes.ng/news/dozens-killed-suspected-cattle-rustlers-invade-zamfara/,http://www.vanguardngr.com/2017/02/cattle-rustlers-invade-zamfara-kill-dozens/,,11.95862007,6.918039799,"Chafe, Zamfara, Nigeria",Nigeria
Suspected herdsmen kill 17 in fresh Kaduna attack,2/20/2017,"Ashim, Nisi and Zilan",Kaura,Kaduna,17,,,Sectarian Actor,,,,,,,,,15,,,,,,,,,,,Gun,,,Other,,,,,,,,Other,,http://punchng.com/suspected-herdsmen-kill-22-fresh-kaduna-attacks/,http://www.premiumtimesng.com/news/headlines/224101-14-killed-gunmen-attack-two-southern-kaduna-communities.html,http://www.vanguardngr.com/2017/02/southern-kaduna-killings-death-toll-rises-26/,9.613949776,8.398599625,"Kaura, Kaduna, Nigeria",Nigeria
"Boko Haram kills four in Borno, burns houses",2/19/2017,Yaza-Kumaza,Askira/Uba,Borno,4,Boko Haram,,,,,,,,,,,,,,,,,,4,,,,Gun,,,,,,,,,,,Other,,http://punchng.com/bharam-kills-four-borno-burns-houses/,http://www.premiumtimesng.com/regional/nnorth-east/223995-boko-haram-attacks-borno-village-kills-3.html,,10.65087986,12.90927029,"Askira/Uba, Borno, Nigeria",Nigeria
"Warring kidnappers, policemen in gun battle",2/20/2017,,Epe,Lagos,0,,State Actor,,,Kidnapper,,,,,,,,,,0,,,,,,,,Gun,,,,,,,,,,,Other,,http://news2.onlinenigeria.com/news/general/602523-warring-kidnappers-policemen-in-gun-battle.html,http://www.dailytrust.com.ng/news/general/kidnappers-engage-police-in-shootout-destroy-patrol-van/186367.html,,6.583740234,3.975810051,"Epe, Lagos, Nigeria",Nigeria
Two Germans kidnapped in Kaduna; two others killed,2/22/2017,Jajela,Kagarko,Kaduna,2,,,,,Kidnapper,,,,,,,,,,,2,,,2,,,,Gun,,,,,,,,,,,Other,,http://www.premiumtimesng.com/news/headlines/224318-two-germans-kidnapped-kaduna-police.html,http://punchng.com/kaduna-police-confirm-kidnap-of-german-professor/,http://www.premiumtimesng.com/news/headlines/224366-gunmen-killed-brave-kaduna-locals-tried-rescuing-abducted-germans.html,9.488630295,7.69216013,"Kagarko, Kaduna, Nigeria",Nigeria
Gunmen abduct two dredgers in Lagos,2/21/2017,Eleko,Ibeju-Lekki,Lagos,0,,,,,Kidnapper,,,,,,,,,,,2,,,,,,,Gun,,,,,,,,,,,Other,,http://punchng.com/gunmen-abduct-two-dredgers-lagos/,http://www.vanguardngr.com/2017/02/gunmen-abduct-2-dredgers-lagos/,,6.503670216,3.733010054,"Ibeju-Lekki, Lagos, Nigeria",Nigeria
‘Terrorists’ kill 15 soldiers in Niger,2/22/2017,,,,15,Boko Haram,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,Other,killed 15 Nigerien soldiers,http://punchng.com/terrorists-kill-15-soldiers-niger-army/,http://nationalmirroronline.net/new/terrorist-attack-kills-15-soldiers-in-niger/,,13.313247,12.61588,"Tilwa, Niger",Niger
"Boko Haram kills seven soldiers, others in Borno",2/22/2017,Gajiram,Maiduguri,Borno,47,Boko Haram,,,,,,,,,40,7,,,,,,,,,,,,Gun,,,,,,Government Building,,,,,,"""scores"" of BH killed",http://punchng.com/boko-haram-kills-lieutenant-six-others-borno/,http://www.vanguardngr.com/2017/02/boko-haram-attack-kills-seven-in-nigeria-security-sources/,,11.84840012,13.17329979,"Maiduguri, Borno, Nigeria",Nigeria
2 killed in suicide attack in northern Cameroon,2/22/2017,,,,2,Boko Haram,,,,,,,,,1,,,,,,,,,1,,,,,,Suicide Bombing,,,,,,,,,Other,,http://www.dailyprogress.com/boko-haram-suicide-bomber-kills-in-northern-cameroon/article_c3b26da5-6280-5a35-9196-fdaf8e37fa79.html,http://www.india.com/news/agencies/boko-haram-suicide-bomber-kills-1-in-northern-cameroon-1864014/,http://crtv.cm/fr/latest-news/politique-7/fighting-boko-haram-two-killed-in-suicide-attack-wouro-dole-18737.htm,11.241254,14.135781,"Amchide, Cameroon",Cameroon
Police kill three man armed robbery gang in Imo,2/22/2017,Okigwe,Okigwe,Imo,3,,State Actor,,,,Robber,,,,,,,,,,,3,,,,,,Gun,,,,,,,,,,,Other,,http://punchng.com/police-kill-three-man-armed-robbery-gang-imo/,http://www.authorityngr.com/2017/02/Police-gun-down-3-robbers-in-Okigwe/,,5.829889774,7.351099968,"Okigwe, Imo, Nigeria",Nigeria
"Robbers attack Owerri bank, 5 dead, 7 injured",2/23/2017,,Owerri Municipal,Imo,5,,,,Other Armed Actor,,Robber,,,,,,,,,,,1,,4,,,,Gun,,,,,,,,,Bank,,,,http://sunnewsonline.com/robbers-attack-owerri-bank-5-dead-7-injured/,http://www.vanguardngr.com/2017/02/4-dead-robbers-storm-owerri-bank/,,5.492189884,7.031410217,"Owerri Municipal, Imo, Nigeria",Nigeria
1 more Kano hunter killed,2/23/2017,Kagoro,Kaura,Kaduna,1,,,Sectarian Actor,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Other,,http://saharareporters.com/2017/02/24/nine-kano-hunters-killed-southern-kaduna-four-corpses-missing,,,9.613949776,8.398599625,"Kaura, Kaduna, Nigeria",Nigeria
"Gunmen abduct, murder College of Education staff in Benue",2/25/2017,,Katsina-Ala,Benue,1,,,,,Kidnapper,,,,,,,,,,,,,,1,,,,,,,Other,,,,,,,,Other,,http://dailypost.ng/2017/02/27/gunmen-abduct-murder-college-education-staff-benue/,,,7.233510017,9.636750221,"Katsina-Ala, Benue, Nigeria",Nigeria
Four persons killed in cult clash in Ondo,2/26/2017,Ondo,Ondo West,Ondo,4,,,,Other Armed Actor,,,,,,,,,4,,,,,,,,,,Gun,,,,,,,,,,,Other,,http://punchng.com/four-persons-killed-in-cult-clash-in-ondo/,http://leadership.ng/news/574252/4-killed-in-cults-clash-in-ondo,,7.09085989,4.83630991,"Ondo West, Ondo, Nigeria",Nigeria
Nigerian Army kill 18 Boko Haram fighters in Yobe,2/24/2017,Kumuya,Gujba,Yobe,18,Boko Haram,State Actor,,,,,,,,18,,,,,,,,,,,,,Gun,,,,,,,,,,,Other,,https://dailytimes.ng/news/nigerian-army-kill-18-boko-haram-fighters-yobe/,http://punchng.com/we-killed-18-bharam-fighters-searching-for-food-army/,,11.50006008,11.93356037,"Gujba, Yobe, Nigeria",Nigeria
Policemen flee as robbers kill bank customer in Asaba,2/27/2017,Asaba,Oshimili South,Delta,1,,,,,,Robber,,,,,,,,,,,,,1,,,,Gun,,,,,,,,,Bank,,,,http://sunnewsonline.com/policemen-flee-as-robbers-kill-bank-customer-in-asaba/,http://www.vanguardngr.com/2017/02/robbers-kill-bank-customer-delta-flee-bag-money/,http://leadership.ng/news/574417/armed-bandits-kill-businessman-in-asaba-in-attempt-to-rob-him,6.196899891,6.725739956,"Oshimili South, Delta, Nigeria",Nigeria
